,Images,Normal,COVID-19,BacterialPneumonia,ViralPneumonia
1577,COVID-19/45_flipped_180degree.jpg,,1.0,,
1578,COVID-19/45_flipped_270degree.jpg,,1.0,,
1579,COVID-19/45_flipped_90degree.jpg,,1.0,,
1580,COVID-19/46_180degree.jpg,,1.0,,
1581,COVID-19/46_270degree.jpg,,1.0,,
1582,COVID-19/46_90degree.jpg,,1.0,,
1583,COVID-19/46_flipped.jpg,,1.0,,
1584,COVID-19/46_flipped_180degree.jpg,,1.0,,
1585,COVID-19/46_flipped_270degree.jpg,,1.0,,
1586,COVID-19/46_flipped_90degree.jpg,,1.0,,
1587,COVID-19/47_180degree.jpg,,1.0,,
1588,COVID-19/47_270degree.jpg,,1.0,,
1589,COVID-19/47_90degree.jpg,,1.0,,
1590,COVID-19/47_flipped.jpg,,1.0,,
1591,COVID-19/47_flipped_180degree.jpg,,1.0,,
1592,COVID-19/47_flipped_270degree.jpg,,1.0,,
1593,COVID-19/47_flipped_90degree.jpg,,1.0,,
1594,COVID-19/48_180degree.jpg,,1.0,,
1595,COVID-19/48_270degree.jpg,,1.0,,
1596,COVID-19/48_90degree.jpg,,1.0,,
1597,COVID-19/48_flipped.jpg,,1.0,,
1598,COVID-19/48_flipped_180degree.jpg,,1.0,,
1599,COVID-19/48_flipped_270degree.jpg,,1.0,,
1600,COVID-19/48_flipped_90degree.jpg,,1.0,,
1601,COVID-19/49_180degree.jpg,,1.0,,
1602,COVID-19/49_270degree.jpg,,1.0,,
1603,COVID-19/49_90degree.jpg,,1.0,,
1604,COVID-19/49_flipped.jpg,,1.0,,
1605,COVID-19/49_flipped_180degree.jpg,,1.0,,
1606,COVID-19/49_flipped_270degree.jpg,,1.0,,
1607,COVID-19/49_flipped_90degree.jpg,,1.0,,
1608,COVID-19/4_180degree.jpg,,1.0,,
1609,COVID-19/4_270degree.jpg,,1.0,,
1610,COVID-19/4_90degree.jpg,,1.0,,
1611,COVID-19/4_flipped.jpg,,1.0,,
1612,COVID-19/4_flipped_180degree.jpg,,1.0,,
1613,COVID-19/4_flipped_270degree.jpg,,1.0,,
1614,COVID-19/4_flipped_90degree.jpg,,1.0,,
1615,COVID-19/50_180degree.jpg,,1.0,,
1616,COVID-19/50_270degree.jpg,,1.0,,
1617,COVID-19/50_90degree.jpg,,1.0,,
1618,COVID-19/50_flipped.jpg,,1.0,,
1619,COVID-19/50_flipped_180degree.jpg,,1.0,,
1620,COVID-19/50_flipped_270degree.jpg,,1.0,,
1621,COVID-19/50_flipped_90degree.jpg,,1.0,,
1622,COVID-19/51_180degree.jpg,,1.0,,
1623,COVID-19/51_270degree.jpg,,1.0,,
1624,COVID-19/51_90degree.jpg,,1.0,,
1625,COVID-19/51_flipped.jpg,,1.0,,
1626,COVID-19/51_flipped_180degree.jpg,,1.0,,
1627,COVID-19/51_flipped_270degree.jpg,,1.0,,
1628,COVID-19/51_flipped_90degree.jpg,,1.0,,
1629,COVID-19/52_180degree.jpg,,1.0,,
1630,COVID-19/52_270degree.jpg,,1.0,,
1631,COVID-19/52_90degree.jpg,,1.0,,
1632,COVID-19/52_flipped.jpg,,1.0,,
1633,COVID-19/52_flipped_180degree.jpg,,1.0,,
1634,COVID-19/52_flipped_270degree.jpg,,1.0,,
1635,COVID-19/52_flipped_90degree.jpg,,1.0,,
1636,COVID-19/53_180degree.jpg,,1.0,,
1637,COVID-19/53_270degree.jpg,,1.0,,
1638,COVID-19/53_90degree.jpg,,1.0,,
1639,COVID-19/53_flipped.jpg,,1.0,,
1640,COVID-19/53_flipped_180degree.jpg,,1.0,,
1641,COVID-19/53_flipped_270degree.jpg,,1.0,,
1642,COVID-19/53_flipped_90degree.jpg,,1.0,,
1643,COVID-19/54_180degree.jpg,,1.0,,
1644,COVID-19/54_270degree.jpg,,1.0,,
1645,COVID-19/54_90degree.jpg,,1.0,,
1646,COVID-19/54_flipped.jpg,,1.0,,
1647,COVID-19/54_flipped_180degree.jpg,,1.0,,
1648,COVID-19/54_flipped_270degree.jpg,,1.0,,
1649,COVID-19/54_flipped_90degree.jpg,,1.0,,
1650,COVID-19/55_180degree.jpg,,1.0,,
1651,COVID-19/55_270degree.jpg,,1.0,,
1652,COVID-19/55_90degree.jpg,,1.0,,
1653,COVID-19/55_flipped.jpg,,1.0,,
1654,COVID-19/55_flipped_180degree.jpg,,1.0,,
1655,COVID-19/55_flipped_270degree.jpg,,1.0,,
1656,COVID-19/55_flipped_90degree.jpg,,1.0,,
1657,COVID-19/56_180degree.jpg,,1.0,,
1658,COVID-19/56_270degree.jpg,,1.0,,
1659,COVID-19/56_90degree.jpg,,1.0,,
1660,COVID-19/56_flipped.jpg,,1.0,,
1661,COVID-19/56_flipped_180degree.jpg,,1.0,,
1662,COVID-19/56_flipped_270degree.jpg,,1.0,,
1663,COVID-19/56_flipped_90degree.jpg,,1.0,,
1664,COVID-19/57_180degree.jpg,,1.0,,
1665,COVID-19/57_270degree.jpg,,1.0,,
1666,COVID-19/57_90degree.jpg,,1.0,,
1667,COVID-19/57_flipped.jpg,,1.0,,
1668,COVID-19/57_flipped_180degree.jpg,,1.0,,
1669,COVID-19/57_flipped_270degree.jpg,,1.0,,
1670,COVID-19/57_flipped_90degree.jpg,,1.0,,
1671,COVID-19/58_180degree.jpg,,1.0,,
1672,COVID-19/58_270degree.jpg,,1.0,,
1673,COVID-19/58_90degree.jpg,,1.0,,
1674,COVID-19/58_flipped.jpg,,1.0,,
1675,COVID-19/58_flipped_180degree.jpg,,1.0,,
1676,COVID-19/58_flipped_270degree.jpg,,1.0,,
1677,COVID-19/58_flipped_90degree.jpg,,1.0,,
1678,COVID-19/59_180degree.jpg,,1.0,,
1679,COVID-19/59_270degree.jpg,,1.0,,
1680,COVID-19/59_90degree.jpg,,1.0,,
1681,COVID-19/59_flipped.jpg,,1.0,,
1682,COVID-19/59_flipped_180degree.jpg,,1.0,,
1683,COVID-19/59_flipped_270degree.jpg,,1.0,,
1684,COVID-19/59_flipped_90degree.jpg,,1.0,,
1685,COVID-19/5_180degree.jpg,,1.0,,
1686,COVID-19/5_270degree.jpg,,1.0,,
1687,COVID-19/5_90degree.jpg,,1.0,,
1688,COVID-19/5_flipped.jpg,,1.0,,
1689,COVID-19/5_flipped_180degree.jpg,,1.0,,
1690,COVID-19/5_flipped_270degree.jpg,,1.0,,
1691,COVID-19/5_flipped_90degree.jpg,,1.0,,
1692,COVID-19/6_180degree.jpg,,1.0,,
1693,COVID-19/6_270degree.jpg,,1.0,,
1694,COVID-19/6_90degree.jpg,,1.0,,
1695,COVID-19/6_flipped.jpg,,1.0,,
1696,COVID-19/6_flipped_180degree.jpg,,1.0,,
1697,COVID-19/6_flipped_270degree.jpg,,1.0,,
1698,COVID-19/6_flipped_90degree.jpg,,1.0,,
1699,COVID-19/7_180degree.jpg,,1.0,,
1700,COVID-19/7_270degree.jpg,,1.0,,
1701,COVID-19/7_90degree.jpg,,1.0,,
1702,COVID-19/7_flipped.jpg,,1.0,,
1703,COVID-19/7_flipped_180degree.jpg,,1.0,,
1704,COVID-19/7_flipped_270degree.jpg,,1.0,,
1705,COVID-19/7_flipped_90degree.jpg,,1.0,,
1706,COVID-19/8_180degree.jpg,,1.0,,
1707,COVID-19/8_270degree.jpg,,1.0,,
1708,COVID-19/8_90degree.jpg,,1.0,,
1709,COVID-19/8_flipped.jpg,,1.0,,
1710,COVID-19/8_flipped_180degree.jpg,,1.0,,
1711,COVID-19/8_flipped_270degree.jpg,,1.0,,
1712,COVID-19/8_flipped_90degree.jpg,,1.0,,
1713,COVID-19/9_180degree.jpg,,1.0,,
1714,COVID-19/9_270degree.jpg,,1.0,,
1715,COVID-19/9_90degree.jpg,,1.0,,
1716,COVID-19/9_flipped.jpg,,1.0,,
1717,COVID-19/9_flipped_180degree.jpg,,1.0,,
1718,COVID-19/9_flipped_270degree.jpg,,1.0,,
1719,COVID-19/9_flipped_90degree.jpg,,1.0,,
1720,COVID-19/rotated15_0_180degree.jpg,,1.0,,
1721,COVID-19/rotated15_0_270degree.jpg,,1.0,,
1722,COVID-19/rotated15_0_90degree.jpg,,1.0,,
1723,COVID-19/rotated15_0_flipped.jpg,,1.0,,
1724,COVID-19/rotated15_0_flipped_180degree.jpg,,1.0,,
1725,COVID-19/rotated15_0_flipped_270degree.jpg,,1.0,,
1726,COVID-19/rotated15_0_flipped_90degree.jpg,,1.0,,
1727,COVID-19/rotated15_10_180degree.jpg,,1.0,,
1728,COVID-19/rotated15_10_270degree.jpg,,1.0,,
1729,COVID-19/rotated15_10_90degree.jpg,,1.0,,
1730,COVID-19/rotated15_10_flipped.jpg,,1.0,,
1731,COVID-19/rotated15_10_flipped_180degree.jpg,,1.0,,
1732,COVID-19/rotated15_10_flipped_270degree.jpg,,1.0,,
1733,COVID-19/rotated15_10_flipped_90degree.jpg,,1.0,,
1734,COVID-19/rotated15_11_180degree.jpg,,1.0,,
1735,COVID-19/rotated15_11_270degree.jpg,,1.0,,
1736,COVID-19/rotated15_11_90degree.jpg,,1.0,,
1737,COVID-19/rotated15_11_flipped.jpg,,1.0,,
1738,COVID-19/rotated15_11_flipped_180degree.jpg,,1.0,,
1739,COVID-19/rotated15_11_flipped_270degree.jpg,,1.0,,
1740,COVID-19/rotated15_11_flipped_90degree.jpg,,1.0,,
1741,COVID-19/rotated15_12_180degree.jpg,,1.0,,
1742,COVID-19/rotated15_12_270degree.jpg,,1.0,,
1743,COVID-19/rotated15_12_90degree.jpg,,1.0,,
1744,COVID-19/rotated15_12_flipped.jpg,,1.0,,
1745,COVID-19/rotated15_12_flipped_180degree.jpg,,1.0,,
1746,COVID-19/rotated15_12_flipped_270degree.jpg,,1.0,,
1747,COVID-19/rotated15_12_flipped_90degree.jpg,,1.0,,
1748,COVID-19/rotated15_13_180degree.jpg,,1.0,,
1749,COVID-19/rotated15_13_270degree.jpg,,1.0,,
1750,COVID-19/rotated15_13_90degree.jpg,,1.0,,
1751,COVID-19/rotated15_13_flipped.jpg,,1.0,,
1752,COVID-19/rotated15_13_flipped_180degree.jpg,,1.0,,
1753,COVID-19/rotated15_13_flipped_270degree.jpg,,1.0,,
1754,COVID-19/rotated15_13_flipped_90degree.jpg,,1.0,,
1755,COVID-19/rotated15_14_180degree.jpg,,1.0,,
1756,COVID-19/rotated15_14_270degree.jpg,,1.0,,
1757,COVID-19/rotated15_14_90degree.jpg,,1.0,,
1758,COVID-19/rotated15_14_flipped.jpg,,1.0,,
1759,COVID-19/rotated15_14_flipped_180degree.jpg,,1.0,,
1760,COVID-19/rotated15_14_flipped_270degree.jpg,,1.0,,
1761,COVID-19/rotated15_14_flipped_90degree.jpg,,1.0,,
1762,COVID-19/rotated15_15_180degree.jpg,,1.0,,
1763,COVID-19/rotated15_15_270degree.jpg,,1.0,,
1764,COVID-19/rotated15_15_90degree.jpg,,1.0,,
1765,COVID-19/rotated15_15_flipped.jpg,,1.0,,
1766,COVID-19/rotated15_15_flipped_180degree.jpg,,1.0,,
1767,COVID-19/rotated15_15_flipped_270degree.jpg,,1.0,,
1768,COVID-19/rotated15_15_flipped_90degree.jpg,,1.0,,
1769,COVID-19/rotated15_16_180degree.jpg,,1.0,,
1770,COVID-19/rotated15_16_270degree.jpg,,1.0,,
1771,COVID-19/rotated15_16_90degree.jpg,,1.0,,
1772,COVID-19/rotated15_16_flipped.jpg,,1.0,,
1773,COVID-19/rotated15_16_flipped_180degree.jpg,,1.0,,
1774,COVID-19/rotated15_16_flipped_270degree.jpg,,1.0,,
1775,COVID-19/rotated15_16_flipped_90degree.jpg,,1.0,,
1776,COVID-19/rotated15_17_180degree.jpg,,1.0,,
1777,COVID-19/rotated15_17_270degree.jpg,,1.0,,
1778,COVID-19/rotated15_17_90degree.jpg,,1.0,,
1779,COVID-19/rotated15_17_flipped.jpg,,1.0,,
1780,COVID-19/rotated15_17_flipped_180degree.jpg,,1.0,,
1781,COVID-19/rotated15_17_flipped_270degree.jpg,,1.0,,
1782,COVID-19/rotated15_17_flipped_90degree.jpg,,1.0,,
1783,COVID-19/rotated15_18_180degree.jpg,,1.0,,
1784,COVID-19/rotated15_18_270degree.jpg,,1.0,,
1785,COVID-19/rotated15_18_90degree.jpg,,1.0,,
1786,COVID-19/rotated15_18_flipped.jpg,,1.0,,
1787,COVID-19/rotated15_18_flipped_180degree.jpg,,1.0,,
1788,COVID-19/rotated15_18_flipped_270degree.jpg,,1.0,,
1789,COVID-19/rotated15_18_flipped_90degree.jpg,,1.0,,
1790,COVID-19/rotated15_19_180degree.jpg,,1.0,,
1791,COVID-19/rotated15_19_270degree.jpg,,1.0,,
1792,COVID-19/rotated15_19_90degree.jpg,,1.0,,
1793,COVID-19/rotated15_19_flipped.jpg,,1.0,,
1794,COVID-19/rotated15_19_flipped_180degree.jpg,,1.0,,
1795,COVID-19/rotated15_19_flipped_270degree.jpg,,1.0,,
1796,COVID-19/rotated15_19_flipped_90degree.jpg,,1.0,,
1797,COVID-19/rotated15_1_180degree.jpg,,1.0,,
1798,COVID-19/rotated15_1_270degree.jpg,,1.0,,
1799,COVID-19/rotated15_1_90degree.jpg,,1.0,,
1800,COVID-19/rotated15_1_flipped.jpg,,1.0,,
1801,COVID-19/rotated15_1_flipped_180degree.jpg,,1.0,,
1802,COVID-19/rotated15_1_flipped_270degree.jpg,,1.0,,
1803,COVID-19/rotated15_1_flipped_90degree.jpg,,1.0,,
1804,COVID-19/rotated15_20_180degree.jpg,,1.0,,
1805,COVID-19/rotated15_20_270degree.jpg,,1.0,,
1806,COVID-19/rotated15_20_90degree.jpg,,1.0,,
1807,COVID-19/rotated15_20_flipped.jpg,,1.0,,
1808,COVID-19/rotated15_20_flipped_180degree.jpg,,1.0,,
1809,COVID-19/rotated15_20_flipped_270degree.jpg,,1.0,,
1810,COVID-19/rotated15_20_flipped_90degree.jpg,,1.0,,
1811,COVID-19/rotated15_21_180degree.jpg,,1.0,,
1812,COVID-19/rotated15_21_270degree.jpg,,1.0,,
1813,COVID-19/rotated15_21_90degree.jpg,,1.0,,
1814,COVID-19/rotated15_21_flipped.jpg,,1.0,,
1815,COVID-19/rotated15_21_flipped_180degree.jpg,,1.0,,
1816,COVID-19/rotated15_21_flipped_270degree.jpg,,1.0,,
1817,COVID-19/rotated15_21_flipped_90degree.jpg,,1.0,,
1818,COVID-19/rotated15_22_180degree.jpg,,1.0,,
1819,COVID-19/rotated15_22_270degree.jpg,,1.0,,
1820,COVID-19/rotated15_22_90degree.jpg,,1.0,,
1821,COVID-19/rotated15_22_flipped.jpg,,1.0,,
1822,COVID-19/rotated15_22_flipped_180degree.jpg,,1.0,,
1823,COVID-19/rotated15_22_flipped_270degree.jpg,,1.0,,
1824,COVID-19/rotated15_22_flipped_90degree.jpg,,1.0,,
1825,COVID-19/rotated15_23_180degree.jpg,,1.0,,
1826,COVID-19/rotated15_23_270degree.jpg,,1.0,,
1827,COVID-19/rotated15_23_90degree.jpg,,1.0,,
1828,COVID-19/rotated15_23_flipped.jpg,,1.0,,
1829,COVID-19/rotated15_23_flipped_180degree.jpg,,1.0,,
1830,COVID-19/rotated15_23_flipped_270degree.jpg,,1.0,,
1831,COVID-19/rotated15_23_flipped_90degree.jpg,,1.0,,
1832,COVID-19/rotated15_24_180degree.jpg,,1.0,,
1833,COVID-19/rotated15_24_270degree.jpg,,1.0,,
1834,COVID-19/rotated15_24_90degree.jpg,,1.0,,
1835,COVID-19/rotated15_24_flipped.jpg,,1.0,,
1836,COVID-19/rotated15_24_flipped_180degree.jpg,,1.0,,
1837,COVID-19/rotated15_24_flipped_270degree.jpg,,1.0,,
1838,COVID-19/rotated15_24_flipped_90degree.jpg,,1.0,,
1839,COVID-19/rotated15_25_180degree.jpg,,1.0,,
1840,COVID-19/rotated15_25_270degree.jpg,,1.0,,
1841,COVID-19/rotated15_25_90degree.jpg,,1.0,,
1842,COVID-19/rotated15_25_flipped.jpg,,1.0,,
1843,COVID-19/rotated15_25_flipped_180degree.jpg,,1.0,,
1844,COVID-19/rotated15_25_flipped_270degree.jpg,,1.0,,
1845,COVID-19/rotated15_25_flipped_90degree.jpg,,1.0,,
1846,COVID-19/rotated15_26_180degree.jpg,,1.0,,
1847,COVID-19/rotated15_26_270degree.jpg,,1.0,,
1848,COVID-19/rotated15_26_90degree.jpg,,1.0,,
1849,COVID-19/rotated15_26_flipped.jpg,,1.0,,
1850,COVID-19/rotated15_26_flipped_180degree.jpg,,1.0,,
1851,COVID-19/rotated15_26_flipped_270degree.jpg,,1.0,,
1852,COVID-19/rotated15_26_flipped_90degree.jpg,,1.0,,
1853,COVID-19/rotated15_27_180degree.jpg,,1.0,,
1854,COVID-19/rotated15_27_270degree.jpg,,1.0,,
1855,COVID-19/rotated15_27_90degree.jpg,,1.0,,
1856,COVID-19/rotated15_27_flipped.jpg,,1.0,,
1857,COVID-19/rotated15_27_flipped_180degree.jpg,,1.0,,
1858,COVID-19/rotated15_27_flipped_270degree.jpg,,1.0,,
1859,COVID-19/rotated15_27_flipped_90degree.jpg,,1.0,,
1860,COVID-19/rotated15_28_180degree.jpg,,1.0,,
1861,COVID-19/rotated15_28_270degree.jpg,,1.0,,
1862,COVID-19/rotated15_28_90degree.jpg,,1.0,,
1863,COVID-19/rotated15_28_flipped.jpg,,1.0,,
1864,COVID-19/rotated15_28_flipped_180degree.jpg,,1.0,,
1865,COVID-19/rotated15_28_flipped_270degree.jpg,,1.0,,
1866,COVID-19/rotated15_28_flipped_90degree.jpg,,1.0,,
1867,COVID-19/rotated15_29_180degree.jpg,,1.0,,
1868,COVID-19/rotated15_29_270degree.jpg,,1.0,,
1869,COVID-19/rotated15_29_90degree.jpg,,1.0,,
1870,COVID-19/rotated15_29_flipped.jpg,,1.0,,
1871,COVID-19/rotated15_29_flipped_180degree.jpg,,1.0,,
1872,COVID-19/rotated15_29_flipped_270degree.jpg,,1.0,,
1873,COVID-19/rotated15_29_flipped_90degree.jpg,,1.0,,
1874,COVID-19/rotated15_2_180degree.jpg,,1.0,,
1875,COVID-19/rotated15_2_270degree.jpg,,1.0,,
1876,COVID-19/rotated15_2_90degree.jpg,,1.0,,
1877,COVID-19/rotated15_2_flipped.jpg,,1.0,,
1878,COVID-19/rotated15_2_flipped_180degree.jpg,,1.0,,
1879,COVID-19/rotated15_2_flipped_270degree.jpg,,1.0,,
1880,COVID-19/rotated15_2_flipped_90degree.jpg,,1.0,,
1881,COVID-19/rotated15_30_180degree.jpg,,1.0,,
1882,COVID-19/rotated15_30_270degree.jpg,,1.0,,
1883,COVID-19/rotated15_30_90degree.jpg,,1.0,,
1884,COVID-19/rotated15_30_flipped.jpg,,1.0,,
1885,COVID-19/rotated15_30_flipped_180degree.jpg,,1.0,,
1886,COVID-19/rotated15_30_flipped_270degree.jpg,,1.0,,
1887,COVID-19/rotated15_30_flipped_90degree.jpg,,1.0,,
1888,COVID-19/rotated15_31_180degree.jpg,,1.0,,
1889,COVID-19/rotated15_31_270degree.jpg,,1.0,,
1890,COVID-19/rotated15_31_90degree.jpg,,1.0,,
1891,COVID-19/rotated15_31_flipped.jpg,,1.0,,
1892,COVID-19/rotated15_31_flipped_180degree.jpg,,1.0,,
1893,COVID-19/rotated15_31_flipped_270degree.jpg,,1.0,,
1894,COVID-19/rotated15_31_flipped_90degree.jpg,,1.0,,
1895,COVID-19/rotated15_32_180degree.jpg,,1.0,,
1896,COVID-19/rotated15_32_270degree.jpg,,1.0,,
1897,COVID-19/rotated15_32_90degree.jpg,,1.0,,
1898,COVID-19/rotated15_32_flipped.jpg,,1.0,,
1899,COVID-19/rotated15_32_flipped_180degree.jpg,,1.0,,
1900,COVID-19/rotated15_32_flipped_270degree.jpg,,1.0,,
1901,COVID-19/rotated15_32_flipped_90degree.jpg,,1.0,,
1902,COVID-19/rotated15_33_180degree.jpg,,1.0,,
1903,COVID-19/rotated15_33_270degree.jpg,,1.0,,
1904,COVID-19/rotated15_33_90degree.jpg,,1.0,,
1905,COVID-19/rotated15_33_flipped.jpg,,1.0,,
1906,COVID-19/rotated15_33_flipped_180degree.jpg,,1.0,,
1907,COVID-19/rotated15_33_flipped_270degree.jpg,,1.0,,
1908,COVID-19/rotated15_33_flipped_90degree.jpg,,1.0,,
1909,COVID-19/rotated15_34_180degree.jpg,,1.0,,
1910,COVID-19/rotated15_34_270degree.jpg,,1.0,,
1911,COVID-19/rotated15_34_90degree.jpg,,1.0,,
1912,COVID-19/rotated15_34_flipped.jpg,,1.0,,
1913,COVID-19/rotated15_34_flipped_180degree.jpg,,1.0,,
1914,COVID-19/rotated15_34_flipped_270degree.jpg,,1.0,,
1915,COVID-19/rotated15_34_flipped_90degree.jpg,,1.0,,
1916,COVID-19/rotated15_35_180degree.jpg,,1.0,,
1917,COVID-19/rotated15_35_270degree.jpg,,1.0,,
1918,COVID-19/rotated15_35_90degree.jpg,,1.0,,
1919,COVID-19/rotated15_35_flipped.jpg,,1.0,,
1920,COVID-19/rotated15_35_flipped_180degree.jpg,,1.0,,
1921,COVID-19/rotated15_35_flipped_270degree.jpg,,1.0,,
1922,COVID-19/rotated15_35_flipped_90degree.jpg,,1.0,,
1923,COVID-19/rotated15_36_180degree.jpg,,1.0,,
1924,COVID-19/rotated15_36_270degree.jpg,,1.0,,
1925,COVID-19/rotated15_36_90degree.jpg,,1.0,,
1926,COVID-19/rotated15_36_flipped.jpg,,1.0,,
1927,COVID-19/rotated15_36_flipped_180degree.jpg,,1.0,,
1928,COVID-19/rotated15_36_flipped_270degree.jpg,,1.0,,
1929,COVID-19/rotated15_36_flipped_90degree.jpg,,1.0,,
1930,COVID-19/rotated15_37_180degree.jpg,,1.0,,
1931,COVID-19/rotated15_37_270degree.jpg,,1.0,,
1932,COVID-19/rotated15_37_90degree.jpg,,1.0,,
1933,COVID-19/rotated15_37_flipped.jpg,,1.0,,
1934,COVID-19/rotated15_37_flipped_180degree.jpg,,1.0,,
1935,COVID-19/rotated15_37_flipped_270degree.jpg,,1.0,,
1936,COVID-19/rotated15_37_flipped_90degree.jpg,,1.0,,
1937,COVID-19/rotated15_38_180degree.jpg,,1.0,,
1938,COVID-19/rotated15_38_270degree.jpg,,1.0,,
1939,COVID-19/rotated15_38_90degree.jpg,,1.0,,
1940,COVID-19/rotated15_38_flipped.jpg,,1.0,,
1941,COVID-19/rotated15_38_flipped_180degree.jpg,,1.0,,
1942,COVID-19/rotated15_38_flipped_270degree.jpg,,1.0,,
1943,COVID-19/rotated15_38_flipped_90degree.jpg,,1.0,,
1944,COVID-19/rotated15_39_180degree.jpg,,1.0,,
1945,COVID-19/rotated15_39_270degree.jpg,,1.0,,
1946,COVID-19/rotated15_39_90degree.jpg,,1.0,,
1947,COVID-19/rotated15_39_flipped.jpg,,1.0,,
1948,COVID-19/rotated15_39_flipped_180degree.jpg,,1.0,,
1949,COVID-19/rotated15_39_flipped_270degree.jpg,,1.0,,
1950,COVID-19/rotated15_39_flipped_90degree.jpg,,1.0,,
1951,COVID-19/rotated15_3_180degree.jpg,,1.0,,
1952,COVID-19/rotated15_3_270degree.jpg,,1.0,,
1953,COVID-19/rotated15_3_90degree.jpg,,1.0,,
1954,COVID-19/rotated15_3_flipped.jpg,,1.0,,
1955,COVID-19/rotated15_3_flipped_180degree.jpg,,1.0,,
1956,COVID-19/rotated15_3_flipped_270degree.jpg,,1.0,,
1957,COVID-19/rotated15_3_flipped_90degree.jpg,,1.0,,
1958,COVID-19/rotated15_40_180degree.jpg,,1.0,,
1959,COVID-19/rotated15_40_270degree.jpg,,1.0,,
1960,COVID-19/rotated15_40_90degree.jpg,,1.0,,
1961,COVID-19/rotated15_40_flipped.jpg,,1.0,,
1962,COVID-19/rotated15_40_flipped_180degree.jpg,,1.0,,
1963,COVID-19/rotated15_40_flipped_270degree.jpg,,1.0,,
1964,COVID-19/rotated15_40_flipped_90degree.jpg,,1.0,,
1965,COVID-19/rotated15_41_180degree.jpg,,1.0,,
1966,COVID-19/rotated15_41_270degree.jpg,,1.0,,
1967,COVID-19/rotated15_41_90degree.jpg,,1.0,,
1968,COVID-19/rotated15_41_flipped.jpg,,1.0,,
1969,COVID-19/rotated15_41_flipped_180degree.jpg,,1.0,,
1970,COVID-19/rotated15_41_flipped_270degree.jpg,,1.0,,
1971,COVID-19/rotated15_41_flipped_90degree.jpg,,1.0,,
1972,COVID-19/rotated15_42_180degree.jpg,,1.0,,
1973,COVID-19/rotated15_42_270degree.jpg,,1.0,,
1974,COVID-19/rotated15_42_90degree.jpg,,1.0,,
1975,COVID-19/rotated15_42_flipped.jpg,,1.0,,
1976,COVID-19/rotated15_42_flipped_180degree.jpg,,1.0,,
1977,COVID-19/rotated15_42_flipped_270degree.jpg,,1.0,,
1978,COVID-19/rotated15_42_flipped_90degree.jpg,,1.0,,
1979,COVID-19/rotated15_43_180degree.jpg,,1.0,,
1980,COVID-19/rotated15_43_270degree.jpg,,1.0,,
1981,COVID-19/rotated15_43_90degree.jpg,,1.0,,
1982,COVID-19/rotated15_43_flipped.jpg,,1.0,,
1983,COVID-19/rotated15_43_flipped_180degree.jpg,,1.0,,
1984,COVID-19/rotated15_43_flipped_270degree.jpg,,1.0,,
1985,COVID-19/rotated15_43_flipped_90degree.jpg,,1.0,,
1986,COVID-19/rotated15_44_180degree.jpg,,1.0,,
1987,COVID-19/rotated15_44_270degree.jpg,,1.0,,
1988,COVID-19/rotated15_44_90degree.jpg,,1.0,,
1989,COVID-19/rotated15_44_flipped.jpg,,1.0,,
1990,COVID-19/rotated15_44_flipped_180degree.jpg,,1.0,,
1991,COVID-19/rotated15_44_flipped_270degree.jpg,,1.0,,
1992,COVID-19/rotated15_44_flipped_90degree.jpg,,1.0,,
1993,COVID-19/rotated15_45_180degree.jpg,,1.0,,
1994,COVID-19/rotated15_45_270degree.jpg,,1.0,,
1995,COVID-19/rotated15_45_90degree.jpg,,1.0,,
1996,COVID-19/rotated15_45_flipped.jpg,,1.0,,
1997,COVID-19/rotated15_45_flipped_180degree.jpg,,1.0,,
1998,COVID-19/rotated15_45_flipped_270degree.jpg,,1.0,,
1999,COVID-19/rotated15_45_flipped_90degree.jpg,,1.0,,
2000,COVID-19/rotated15_46_180degree.jpg,,1.0,,
2001,COVID-19/rotated15_46_270degree.jpg,,1.0,,
2002,COVID-19/rotated15_46_90degree.jpg,,1.0,,
2003,COVID-19/rotated15_46_flipped.jpg,,1.0,,
2004,COVID-19/rotated15_46_flipped_180degree.jpg,,1.0,,
2005,COVID-19/rotated15_46_flipped_270degree.jpg,,1.0,,
2006,COVID-19/rotated15_46_flipped_90degree.jpg,,1.0,,
2007,COVID-19/rotated15_47_180degree.jpg,,1.0,,
2008,COVID-19/rotated15_47_270degree.jpg,,1.0,,
2009,COVID-19/rotated15_47_90degree.jpg,,1.0,,
2010,COVID-19/rotated15_47_flipped.jpg,,1.0,,
2011,COVID-19/rotated15_47_flipped_180degree.jpg,,1.0,,
2012,COVID-19/rotated15_47_flipped_270degree.jpg,,1.0,,
2013,COVID-19/rotated15_47_flipped_90degree.jpg,,1.0,,
2014,COVID-19/rotated15_48_180degree.jpg,,1.0,,
2015,COVID-19/rotated15_48_270degree.jpg,,1.0,,
2016,COVID-19/rotated15_48_90degree.jpg,,1.0,,
2017,COVID-19/rotated15_48_flipped.jpg,,1.0,,
2018,COVID-19/rotated15_48_flipped_180degree.jpg,,1.0,,
2019,COVID-19/rotated15_48_flipped_270degree.jpg,,1.0,,
2020,COVID-19/rotated15_48_flipped_90degree.jpg,,1.0,,
2021,COVID-19/rotated15_49_180degree.jpg,,1.0,,
2022,COVID-19/rotated15_49_270degree.jpg,,1.0,,
2023,COVID-19/rotated15_49_90degree.jpg,,1.0,,
2024,COVID-19/rotated15_49_flipped.jpg,,1.0,,
